strain	data source	year	month	region	location	continent	clade	group	MLVA	date	23SRna	Macrolide Susceptibility	time range	completeness	ST
GCA_009810355	public	1983	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-7-2	1983	NA	S	1944-2009	contigs	3
GCA_009810395	public	1985	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	1985	NA	S	1944-2009	contigs	3
GCA_009810435	public	1988	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	1988	NA	S	1944-2009	contigs	3
GCA_009810455	public	1988	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-7-1	1988	NA	S	1944-2009	contigs	3
GCA_009810475	public	1990	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	1990	NA	S	1944-2009	contigs	3
GCA_009810595	public	2008	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2008	NA	S	1944-2009	contigs	3
GCA_009810695	public	2012	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-5-7-2	2012	A2063T	R	2010-2015	contigs	3
GCA_009810755	public	2012	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-?-2	2012	A2063T	R	2010-2015	contigs	3
GCA_009810915	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-?-!-2	2011	A2063G	R	2010-2015	contigs	3
GCA_009810975	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-?-?	2011	NA	S	2010-2015	contigs	3
GCA_009811135	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-7-2	2011	A2063G	R	2010-2015	contigs	30
GCA_009811255	public	2011	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	?-5-7-2	2011	A2064C	R	2010-2015	contigs	3
GCA_009943205	public	2011	NA	South Korea	South Korea	Asia	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	complete	3
GCA_009944075	public	2011	NA	South Korea	South Korea	Asia	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	complete	3
GCA_009945535	public	2011	NA	South Korea	South Korea	Asia	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	complete	3
GCA_009946285	public	2010	NA	South Korea	South Korea	Asia	T1-2-PRE1	T1-2	4-5-7-2	2010	NA	S	2010-2015	complete	3
SRR2598252_SE	public	1994	NA	France	France	Europe	T1-2-PRE1	T1-2	4-?-?-2	1994	NA	S	1944-2009	contigs	20
SRR2598318_SE	public	2005	NA	France	France	Europe	T1-2-PRE1	T1-2	4-?-?-2	2005	A2064G	R	1944-2009	contigs	3
SRR2598321_SE	public	2007	NA	France	France	Europe	T1-2-PRE1	T1-2	4-?-?-2	2007	NA	S	1944-2009	contigs	3
SRR2598323_SE	public	1995	NA	Spain	Spain	Europe	T1-2-PRE1	T1-2	4-?-?-2	1995	NA	S	1944-2009	contigs	3
SRR2598326_SE	public	2003	NA	Japan	Japan	Asia	T1-2-PRE1	T1-2	4-?-?-2	2003	A2063G	R	1944-2009	contigs	19
SRR3924583_PE	public	2013	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2013	NA	S	2010-2015	contigs	3
SRR3924584_PE	public	2011	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2011	A2063G	R	2010-2015	contigs	-
SRR3924586_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	20
SRR3924594_PE	public	2011	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	20
SRR3924615_PE	public	2007	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2007	NA	S	1944-2009	contigs	3
SRR3924618_PE	public	2007	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2007	A2064G	R	1944-2009	contigs	3
SRR3924621_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	NA	S	2010-2015	contigs	20
SRR3924627_PE	public	2010	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2010	A2063G	R	2010-2015	contigs	20
SRR3924630_PE	public	2013	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2013	NA	S	2010-2015	contigs	3
SRR3924633_PE	public	2013	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2013	NA	S	2010-2015	contigs	3
SRR3924636_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	20
SRR3924638_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	20
SRR3924639_PE	public	1992	NA	Canada	Canada	Americas	T1-2-PRE1	T1-2	4-5-7-2	1992	NA	S	1944-2009	contigs	3
SRR3924640_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	NA	S	2010-2015	contigs	20
SRR3924642_PE	public	2011	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	20
SRR3924644_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	A2063G	R	2010-2015	contigs	20
SRR3924645_PE	public	2011	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2011	NA	S	2010-2015	contigs	20
SRR3924646_PE	public	2012	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2012	NA	S	2010-2015	contigs	20
SRR3924648_PE	public	2010	NA	Guatemala	Guatemala	Americas	T1-2-PRE1	T1-2	4-6-7-2	2010	NA	S	2010-2015	contigs	-
SRR3924649_PE	public	2010	NA	United States	United States	Americas	T1-2-PRE1	T1-2	4-5-7-2	2010	A2063G	R	2010-2015	contigs	20
SRR4023035_SE	public	2010	NA	NA	NA	NA	T1-2-PRE1	T1-2	4-?-?-2	2010	NA	S	2010-2015	contigs	20
SRR4023037_SE	public	2011	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2011	NA	S	2010-2015	contigs	20
SRR4023038_SE	public	2010	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2010	NA	S	2010-2015	contigs	3
SRR4023039_SE	public	2010	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2010	NA	S	2010-2015	contigs	3
SRR4023041_SE	public	NA	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	NA	NA	S	NA	contigs	3
SRR4023042_SE	public	NA	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	NA	NA	S	NA	contigs	3
SRR4023043_SE	public	2011	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2011	NA	S	2010-2015	contigs	20
SRR4023045_SE	public	2009	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2009	NA	S	1944-2009	contigs	19
SRR4023046_SE	public	2010	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2010	NA	S	2010-2015	contigs	-
SRR4023049_SE	public	2009	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2009	A2063G	R	1944-2009	contigs	-
SRR4023050_SE	public	NA	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	NA	NA	S	NA	contigs	3
SRR4023051_SE	public	2011	NA	Netherlands	Netherlands	Europe	T1-2-PRE1	T1-2	4-?-?-2	2011	NA	S	2010-2015	contigs	3
035_19M515	self	2019	NA	China	China-Beijing	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
2023199	self	2023	11	China	China-Guangdong	Asia	T1-3	T1-3	4-5-7-3	2023.875	A2063G	R	2020-2024	contigs	17
GCA_009945165	public	2011	NA	South Korea	South Korea	Asia	T1-3	T1-3	4-5-7-3	2011	NA	S	2010-2015	complete	17
GCA_009947575	public	2010	NA	South Korea	South Korea	Asia	T1-3	T1-3	4-5-7-3	2010	NA	S	2010-2015	complete	17
GCA_030159375	public	2020	NA	Japan	Japan	Asia	T1-3	T1-3	4-5-7-3	2020	NA	S	2020-2024	contigs	-
GCA_030159435	public	2020	NA	Japan	Japan	Asia	T1-3	T1-3	4-5-7-?	2020	NA	S	2020-2024	contigs	17
GCA_030923185	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	NA	S	2016-2019	contigs	17
GCA_030923245	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030923315	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030923335	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	NA	S	2016-2019	contigs	17
GCA_030923435	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	NA	S	2016-2019	contigs	17
GCA_030923475	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	NA	S	2016-2019	contigs	17
GCA_030923585	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	NA	S	2016-2019	contigs	17
GCA_030923675	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030923885	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030924095	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030924105	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	NA	S	2016-2019	contigs	17
GCA_030924205	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030924235	public	2020	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2020	A2063T	R	2020-2024	contigs	17
GCA_030924275	public	2020	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2020	A2063T	R	2020-2024	contigs	17
GCA_030924375	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030924435	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030924495	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030924535	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030924575	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030924695	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030924705	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030924915	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	NA	S	2016-2019	contigs	17
GCA_030924945	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030925015	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063T	R	2016-2019	contigs	17
GCA_030925085	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	A2063G	R	2016-2019	contigs	17
GCA_030925115	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	A2063G	R	2016-2019	contigs	17
GCA_030925135	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	A2063G	R	2016-2019	contigs	17
GCA_030925155	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	A2063G	R	2016-2019	contigs	17
GCA_030925165	public	2018	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2018	A2063G	R	2016-2019	contigs	17
GCA_030925235	public	2019	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2019	A2063G	R	2016-2019	contigs	17
GCA_030925255	public	2020	NA	China	China (Taiwan)	Asia	T1-3	T1-3	4-5-7-3	2020	A2063G	R	2020-2024	contigs	17
SRR3924626_PE	public	2010	NA	United States	United States	Americas	T1-3	T1-3	4-5-7-3	2010	NA	S	2010-2015	contigs	17
SRR3924637_PE	public	2011	NA	United States	United States	Americas	T1-3	T1-3	4-5-7-3	2011	NA	S	2010-2015	contigs	17
SRR3924641_PE	public	2012	NA	United States	United States	Americas	T1-3	T1-3	!-5-7-3	2012	NA	S	2010-2015	contigs	17
SRR3924643_PE	public	2012	NA	United States	United States	Americas	T1-3	T1-3	4-5-7-3	2012	NA	S	2010-2015	contigs	17
ERR974260_PE	public	1981	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	contigs	4
ERR974261_PE	public	1981	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	contigs	4
ERR974263_PE	public	1981	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	contigs	4
ERR974264_PE	public	1978	NA	NA	NA	NA	T2-1	T2-1	3-4-6-2	1978	NA	S	1944-2009	contigs	2
ERR974270_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1983	NA	S	1944-2009	contigs	2
ERR974271_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1983	NA	S	1944-2009	contigs	6
ERR974272_PE	public	1982	NA	NA	NA	NA	T2-1	T2-1	!-6-6-2	1982	NA	S	1944-2009	contigs	2
ERR974274_PE	public	1982	NA	NA	NA	NA	T2-1	T2-1	3-5-6-2	1982	NA	S	1944-2009	contigs	2
ERR974275_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-5-6-2	1983	NA	S	1944-2009	contigs	2
ERR974279_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1983	NA	S	1944-2009	contigs	2
ERR974280_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1983	NA	S	1944-2009	contigs	8
ERR974281_PE	public	1981	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	contigs	4
ERR974282_PE	public	1981	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	contigs	2
ERR974284_PE	public	1979	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1979	NA	S	1944-2009	contigs	7
ERR974285_PE	public	1981	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	contigs	4
ERR974286_PE	public	1982	NA	NA	NA	NA	T2-1	T2-1	3-5-6-2	1982	NA	S	1944-2009	contigs	2
ERR974287_PE	public	1976	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1976	NA	S	1944-2009	contigs	2
ERR974289_PE	public	1982	NA	NA	NA	NA	T2-1	T2-1	3-5-6-2	1982	NA	S	1944-2009	contigs	2
ERR974290_PE	public	1982	NA	NA	NA	NA	T2-1	T2-1	!-6-6-2	1982	NA	S	1944-2009	contigs	2
ERR974291_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1983	NA	S	1944-2009	contigs	2
ERR974292_PE	public	1982	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1982	NA	S	1944-2009	contigs	2
ERR974293_PE	public	1983	NA	NA	NA	NA	T2-1	T2-1	3-5-6-2	1983	NA	S	1944-2009	contigs	2
GCA_000143945	public	NA	NA	NA	NA	NA	T2-1	T2-1	3-5-6-2	NA	NA	S	NA	complete	2
GCA_000319655	public	1980	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1980	NA	S	1944-2009	complete	2
GCA_000387745	public	1994	NA	United States	United States	Americas	T2-1	T2-1	3-5-6-2	1994	NA	S	1944-2009	complete	-
GCA_001272715	public	1999	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1999	NA	S	1944-2009	complete	2
GCA_001272835	public	1954	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1954	NA	S	1944-2009	complete	2
GCA_001272855	public	1981	NA	United Kingdom	United Kingdom	Europe	T2-1	T2-1	3-6-6-2	1981	NA	S	1944-2009	complete	4
GCA_001272875	public	1982	NA	United Kingdom	United Kingdom	Europe	T2-1	T2-1	3-6-6-2	1982	NA	S	1944-2009	complete	-
GCA_001272895	public	1982	NA	United Kingdom	United Kingdom	Europe	T2-1	T2-1	3-5-6-2	1982	NA	S	1944-2009	complete	2
GCA_001272915	public	1944	NA	United States	United States	Americas	T2-1	T2-1	3-5-6-2	1944	NA	S	1944-2009	complete	2
GCA_001296515	public	2001	NA	France	France	Europe	T2-1	T2-1	3-6-?-2	2001	NA	S	1944-2009	contigs	-
GCA_001296525	public	1999	NA	Spain	Spain	Europe	T2-1	T2-1	3-?-6-2	1999	NA	S	1944-2009	contigs	2
GCA_001296605	public	2003	NA	Japan	Japan	Asia	T2-1	T2-1	!-6-?-2	2003	NA	S	1944-2009	contigs	-
GCA_001296625	public	2008	NA	France	France	Europe	T2-1	T2-1	3-6-?-2	2008	NA	S	1944-2009	contigs	2
GCA_001296785	public	2011	NA	France	France	Europe	T2-1	T2-1	3-?-6-2	2011	NA	S	2010-2015	contigs	2
GCA_001296805	public	1967	NA	Denmark	Denmark	Europe	T2-1	T2-1	!-6-?-2	1967	NA	S	1944-2009	contigs	2
GCA_001296825	public	2003	NA	Japan	Japan	Asia	T2-1	T2-1	!-?-6-2	2003	A2063C	R	1944-2009	contigs	-
GCA_001901705	public	1954	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1954	NA	S	1944-2009	complete	2
GCA_002128085	public	2007	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	2007	NA	S	1944-2009	complete	2
GCA_002128105	public	2000	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	2000	NA	S	1944-2009	complete	2
GCA_002128165	public	2013	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	2013	NA	S	2010-2015	complete	2
GCA_002128185	public	2010	NA	Kenya	Kenya	Africa	T2-1	T2-1	3-6-6-2	2010	NA	S	2010-2015	complete	16
GCA_002128205	public	1999	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1999	A2063G	R	1944-2009	complete	-
GCA_002128235	public	1999	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1999	NA	S	1944-2009	complete	2
GCA_002128285	public	2012	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	2012	NA	S	2010-2015	complete	2
GCA_002355695	public	2012	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	2012	NA	S	2010-2015	complete	-
GCA_002563355	public	NA	NA	Denmark	Denmark	Europe	T2-1	T2-1	3-5-6-2	NA	NA	S	NA	contigs	2
GCA_002563365	public	1999	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1999	NA	S	1944-2009	contigs	-
GCA_002563545	public	1954	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1954	NA	S	1944-2009	contigs	2
GCA_009809995	public	1976	NA	Japan	Japan	Asia	T2-1	T2-1	3-!-6-2	1976	NA	S	1944-2009	contigs	7
GCA_009810015	public	1980	NA	Japan	Japan	Asia	T2-1	T2-1	!-6-6-2	1980	NA	S	1944-2009	contigs	7
GCA_009810035	public	1983	NA	Japan	Japan	Asia	T2-1	T2-1	!-6-6-2	1983	NA	S	1944-2009	contigs	7
GCA_009810055	public	1984	NA	Japan	Japan	Asia	T2-1	T2-1	!-5-6-2	1984	NA	S	1944-2009	contigs	7
GCA_009810135	public	1992	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	1992	NA	S	1944-2009	contigs	7
GCA_009810195	public	2013	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	2013	NA	S	2010-2015	contigs	16
GCA_009810315	public	1979	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-2	1979	NA	S	1944-2009	contigs	7
GCA_009810335	public	1980	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-2	1980	NA	S	1944-2009	contigs	7
GCA_009810375	public	1985	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	1985	NA	S	1944-2009	contigs	-
GCA_009810415	public	1987	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-2	1987	NA	S	1944-2009	contigs	7
GCA_009810555	public	1994	NA	Japan	Japan	Asia	T2-1	T2-1	!-6-6-2	1994	NA	S	1944-2009	contigs	7
GCA_009810895	public	2011	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-2	2011	NA	S	2010-2015	contigs	7
GCA_009811155	public	2011	NA	Japan	Japan	Asia	T2-1	T2-1	?-?-6-?	2011	NA	S	2010-2015	contigs	7
GCA_009811215	public	2011	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-2	2011	NA	S	2010-2015	contigs	7
GCA_009811235	public	2011	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-?	2011	A2063G	R	2010-2015	contigs	7
GCA_009811295	public	2011	NA	Japan	Japan	Asia	T2-1	T2-1	?-6-6-2	2011	NA	S	2010-2015	contigs	7
GCA_030159355	public	1980	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	1980	NA	S	1944-2009	contigs	8
GCA_030159395	public	2020	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	2020	A2063G	R	2020-2024	contigs	2
GCA_030159415	public	2020	NA	Japan	Japan	Asia	T2-1	T2-1	3-6-6-2	2020	NA	S	2020-2024	contigs	7
GCA_030924925	public	2019	NA	China	China (Taiwan)	Asia	T2-1	T2-1	3-6-6-2	2019	NA	S	2016-2019	contigs	2
GCA_900660465	public	1967	NA	NA	NA	NA	T2-1	T2-1	3-6-6-2	1967	NA	S	1944-2009	contigs	2
SRR2598968_SE	public	1954	NA	United States	United States	Americas	T2-1	T2-1	3-?-?-1	1954	NA	S	1944-2009	contigs	2
SRR3924595_PE	public	2012	NA	South Africa	South Africa	Africa	T2-1	T2-1	3-6-6-2	2012	NA	S	2010-2015	contigs	2
SRR3924601_PE	public	1986	NA	United States	United States	Americas	T2-1	T2-1	!-6-6-2	1986	NA	S	1944-2009	contigs	-
SRR3924604_PE	public	1988	NA	United States	United States	Americas	T2-1	T2-1	!-6-6-2	1988	NA	S	1944-2009	contigs	-
SRR3924607_PE	public	1993	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1993	NA	S	1944-2009	contigs	2
SRR3924611_PE	public	1994	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1994	NA	S	1944-2009	contigs	-
SRR3924613_PE	public	1994	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1994	NA	S	1944-2009	contigs	-
SRR3924614_PE	public	1996	NA	United States	United States	Americas	T2-1	T2-1	3-5-6-2	1996	NA	S	1944-2009	contigs	-
SRR3924616_PE	public	1994	NA	United States	United States	Americas	T2-1	T2-1	3-5-6-2	1994	NA	S	1944-2009	contigs	-
SRR3924619_PE	public	1994	NA	United States	United States	Americas	T2-1	T2-1	3-5-6-2	1994	NA	S	1944-2009	contigs	-
SRR3924620_PE	public	1974	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	1974	NA	S	1944-2009	contigs	2
SRR3924634_PE	public	2013	NA	United States	United States	Americas	T2-1	T2-1	3-6-6-2	2013	NA	S	2010-2015	contigs	2
SRR4023033_SE	public	NA	NA	NA	NA	NA	T2-1	T2-1	3-?-?-2	NA	NA	S	NA	contigs	2
SRR4023040_SE	public	2011	NA	Netherlands	Netherlands	Europe	T2-1	T2-1	3-?-?-2	2011	NA	S	2010-2015	contigs	2
SRR4023047_SE	public	2011	NA	Netherlands	Netherlands	Europe	T2-1	T2-1	3-?-?-2	2011	NA	S	2010-2015	contigs	2
008_18M1176	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	14
027_18M2335	self	2018	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2018	A2063G	R	2016-2019	contigs	-
028_19M072	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
029_19M232	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-?-2	2019	A2063G	R	2016-2019	contigs	14
031_19M362	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
033_19M509	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
048_19M1118	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
057_19M1184	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
061_19M1242	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
068_19M1346	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
071_19R1221	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
074_19R1236	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
075_19M1361	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-!-6-2	2019	A2063G	R	2016-2019	contigs	14
083_19M1392	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
087_19R1363	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
088_19R1367	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
089_19R1376	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
091_19R1383	self	2019	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2019	A2063G	R	2016-2019	contigs	14
106_22R429	self	2022	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2022	A2063G	R	2020-2024	contigs	14
110_D16338	self	2023	8	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2023.625	A2063G	R	2020-2024	contigs	14
113_22R491	self	2022	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2022	A2063G	R	2020-2024	contigs	14
114_22M356	self	2022	NA	China	China-Beijing	Asia	T2-2-EC2	T2-2	3-5-6-2	2022	A2063G	R	2020-2024	contigs	14
